,Data,AMAZONAS_ena,ARAGUARI_ena,CAPIVARI_ena,DOCE_ena,GRANDE_ena,IGUACU_ena,ITABAPOANA_ena,ITAJAI_ena,JACUI_ena,JEQUITINHONHA_ena,MUCURI_ena,PARAGUACU_ena,PARAGUAI_ena,PARAIBA_ena,PARANA_ena,PARANAIBA_ena,PARANAPANEMA_ena,PARNAIBA_ena,SFRANCISCO_ena,TIETE_ena,TOCANTINS_ena,URUGUAI_ena
169,2020-06-18,10805.16894531,768.91601563,33.81800079,430.59799194,2399.26489258,4983.64111328,69.53399658,26.99500084,410.32199097,91.84400177,11.06200027,24.8560009,319.26300049,591.75897217,9831.28027344,2950.5480957,746.59399414,100.19499969,3208.06103516,627.64599609,4627.65185547,2837.1340332
170,2020-06-19,10376.73144531,789.36199951,33.81800079,432.06500244,2361.27905273,4276.9609375,59.85100174,30.50699997,358.0289917,94.83000183,11.38799953,24.31699944,317.28601074,561.12701416,9655.91699219,2926.21411133,705.53399658,100.87400055,3177.32299805,610.13201904,4514.46679688,2452.05004883
171,2020-06-20,10006.35351563,805.62799072,32.34999847,439.16500854,2331.3190918,3637.31201172,50.11800003,22.12700081,318.75201416,95.54100037,12.15999985,23.87999916,317.07998657,560.12200928,9556.52246094,2906.24707031,672.74102783,100.9260025,3139.06005859,601.70697021,4417.69482422,2150.37207031
172,2020-06-21,9741.70800781,808.35400391,30.88299942,439.27999878,2309.85205078,3109.31396484,47.80699921,23.21500015,294.13000488,93.81700134,12.93700027,23.86199951,318.33099365,553.18597412,9389.87011719,2883.00097656,646.93200684,100.97499847,3098.02392578,595.38098145,4301.7421875,1909.5880127
173,2020-06-22,9496.30175781,809.55700684,30.81900024,436.56100464,2284.87695313,2716.92089844,49.74700165,18.09700012,282.02099609,89.55899811,13.70899963,24.19599915,317.46398926,559.57501221,9232.08984375,2858.93798828,625.72802734,101.02799988,3053.73388672,587.04998779,4180.65820313,1713.81005859
174,2020-06-23,9236.23730469,807.54699707,30.81900024,430.64700317,2264.15405273,2401.13793945,47.19900131,13.01599979,271.36898804,86.27400208,17.22200012,24.68899918,314.82699585,538.38500977,9012.93164063,2833.4909668,608.96002197,101.08100128,3016.1159668,583.23297119,4090.87011719,1579.42102051
175,2020-06-24,8952.6953125,810.34899902,32.54199982,425.3380127,2241.15991211,2191.95605469,45.91699982,12.80200005,290.9670105,82.32299805,18.44099998,27.61599922,311.93798828,542.00897217,11270.67675781,2806.47705078,612.84802246,98.45400238,2994.27709961,605.08898926,4000.77905273,1496.60302734
176,2020-06-25,8774.41894531,825.25402832,39.17699814,411.63598633,2224.60205078,2087.10791016,44.61899948,13.10499954,306.88299561,79.76899719,15.01200008,33.00500107,315.61599731,521.55200195,8800.03808594,2774.66796875,639.12298584,95.88300323,2962.64990234,617.78497314,3939.58496094,1470.04602051
177,2020-06-26,8952.2890625,847.51800537,65.52999878,394.16699219,2200.29589844,2135.36303711,45.00600052,20.02300072,300.11801147,77.19999695,13.45899963,40.7179985,315.77398682,493.34399414,8853.59960938,2742.37792969,675.91101074,95.39299774,2948.23999023,741.40899658,3911.29296875,1549.9420166
178,2020-06-27,9266.96875,858.9130249,90.15899658,379.02999878,2185.90795898,2256.36694336,44.2140007,34.19800186,297.28601074,75.26799774,15.27600002,50.37200165,317.3380127,520.40802002,8817.67675781,2725.16992188,848.50500488,98.49900055,2938.43188477,2024.01293945,3883.01098633,1897.55395508
179,2020-06-28,9345.91894531,851.04101563,90.41500092,373.02301025,2166.31591797,2332.08007813,44.41600037,43.16600037,290.84799194,75.37599945,14.44099998,58.92100143,313.90499878,541.43200684,9386.51171875,2703.80688477,1388.36401367,99.91600037,2933.97412109,1162.45898438,3827.72192383,2063.88110352
180,2020-06-29,9046.05664063,825.51202393,72.6760025,373.3380127,2150.04711914,2393.45703125,44.60200119,48.47999954,300.69400024,76.87400055,14.05700016,64.10600281,318.56201172,545.34002686,9632.54199219,2681.20605469,2173.73608398,96.63300323,2949.84204102,1256.01599121,3793.36694336,2326.76806641
181,2020-06-30,8675.11328125,789.58898926,64.3809967,374.11199951,2137.28808594,2494.85693359,45.90100098,41.54399872,3520.45996094,79.96099854,12.55700016,65.89900208,318.23001099,538.9630127,9508.40625,2658.38696289,2221.71704102,95.17500305,2967.72192383,1255.56494141,3715.58203125,3179.69189453
182,2020-07-01,8556.38476563,753.31201172,69.16699982,365.48699951,2131.57788086,2865.1640625,47.52000046,73.47699738,5179.16308594,82.12400055,11.73099995,64.3010025,313.98300171,568.52001953,10035.75097656,2644.20898438,2197.33691406,95.87200165,2985.87207031,1231.75195313,3620.10693359,4877.83496094
183,2020-07-02,8618.07910156,725.76098633,67.125,376.4119873,2118.67089844,3236.17895508,45.24300003,101.91600037,3498.32788086,80.07700348,11.36499977,59.66400146,312.31698608,576.53198242,10503.57324219,2636.17504883,2234.89794922,93.94599915,2996.66088867,1197.98803711,3545.45800781,5496.16210938
184,2020-07-03,8547.8203125,713.19000244,53.02399826,391.80200195,2104.73706055,3360.55297852,50.42100143,85.95800018,2100.5859375,76.41200256,11.36499977,55.08300018,308.32901001,545.88000488,10805.77636719,2626.01098633,2151.62695313,95.25800323,3001.89208984,1176.83496094,3531.98901367,5145.328125
185,2020-07-04,8272.32617188,711.29498291,43.64400101,405.50201416,2086.91503906,3231.70507813,57.18600082,53.95399857,1480.95605469,73.73600006,11.36100006,50.82699966,312.33499146,527.72802734,10817.52539063,2622.63598633,1921.80200195,90.10900116,2999.61401367,1072.79003906,3455.56494141,4236.66015625
186,2020-07-05,7885.71777344,718.809021,40.83599854,397.48999023,2068.86401367,3053.77807617,51.7879982,38.03099823,1646.5760498,73.42900085,11.36100006,46.93399811,315.82901001,524.26098633,10732.67578125,2606.85791016,1682.93994141,94.80899811,2980.88891602,919.2119751,3384.13891602,3383.10107422
187,2020-07-06,7545.50097656,730.6829834,42.04899979,417.26901245,2052.01196289,2982.58789063,44.14599991,39.45800018,3478.79101563,71.9980011,10.58399963,43.31000137,315.45700073,522.67901611,10523.43261719,2571.58300781,1442.71899414,90.63700104,2948.68310547,794.9420166,3299.94799805,4063.40893555
188,2020-07-07,7229.60498047,740.04797363,42.17599869,408.2130127,2040.39794922,3044.00292969,38.83200073,51.99200058,6070.62695313,69.32099915,11.35599995,40.24399948,314.08200073,509.89801025,10414.76074219,2547.63110352,1281.89599609,90.26799774,2920.30004883,722.8170166,3248.17700195,8115.18701172
189,2020-07-08,7016.31591797,742.77301025,42.11299896,411.6539917,2025.09997559,3142.78295898,41.29499817,107.40799713,14548.58496094,65.65599823,12.90499973,39.08200073,305.28799438,496.68899536,10245.00585938,2537.23388672,1139.4239502,89.52500153,2892.05200195,681.37200928,3216.0690918,18477.17773438
190,2020-07-09,6763.72412109,736.95098877,40.83599854,389.33599854,2006.04797363,3183.76098633,37.97200012,148.32800293,11877.20019531,62.7140007,12.12899971,37.36299896,304.98800659,494.58700562,9988.64746094,2513.22900391,1025.34802246,91.2440033,2869.44799805,647.40802002,3169.11694336,18990.90625
191,2020-07-10,6585.72802734,723.08300781,40.51699829,366.7250061,1979.58398438,3158.83007813,37.44900131,116.41200256,7428.05615234,61.80599976,10.52600002,35.8390007,300.59799194,496.14700317,9643.15917969,2501.50708008,938.17700195,91.95999908,2850.79492188,624.78100586,3077.35400391,15289.22460938
192,2020-07-11,6354.19189453,701.65698242,40.64500046,357.62200928,1958.84301758,3026.55297852,37.85400009,91.30699921,4419.92480469,61.10499954,14.86100006,34.3429985,301.23001099,485.05499268,9319.00878906,2494.34106445,863.55200195,88.31500244,2830.57299805,610.19299316,3057.85009766,11445.35351563
193,2020-07-12,6225.08496094,675.30200195,41.4109993,351.80999756,1937.0970459,2827.91992188,37.44900131,153.76600647,7936.66113281,60.43199921,12.89599991,32.65200043,304.36801147,475.9710083,9033.14257813,2478.51000977,811.85601807,90.91999817,2810.69799805,594.10302734,2983.35302734,10410.7109375
194,2020-07-13,6329.04980469,643.21801758,43.38899994,349.02801514,1920.3449707,2633.3059082,35.96500015,160.772995,7939.3359375,58.95800018,10.20899963,29.64100075,297.63900757,473.73400879,8754.78515625,2416.84008789,767.14697266,90.84400177,2790.76904297,580.19799805,2916.12792969,10115.55566406
195,2020-07-14,6612.38476563,610.20501709,43.96300125,350.26699829,1900.54101563,2464.69604492,35.76200104,132.33399963,4719.35302734,58.3219986,10.15100002,28.73999977,302.81100464,495.26300049,8541.57421875,2396.84301758,733.37597656,91.89600372,2770.60400391,665.27697754,2892.54101563,8788.78613281
196,2020-07-15,6804.24707031,561.71801758,44.2179985,352.3420105,1881.41699219,2349.20288086,35.57699966,109.19100189,3095.64306641,57.7859993,10.15100002,31.18400002,302.04000854,481.40301514,8292.1640625,2376.22900391,704.69897461,86.28700256,2744.37304688,559.70098877,2846.94506836,7138.875
197,2020-07-16,6598.43017578,517.73498535,42.75099945,352.19400024,1866.33605957,2255.2980957,35.37400055,84.24700165,2944.98706055,58.16500092,10.56599998,34.36199951,299.23098755,466.36300659,8078.85400391,2354.87792969,685.01098633,86.46099854,2717.00097656,556.07598877,2797.7890625,5935.38623047
198,2020-07-17,6249.70898438,496.5,42.17599869,350.81100464,1846.16394043,2169.02294922,39.52399826,132.33399963,4215.72509766,57.4640007,10.20899963,37.89300156,297.5960083,511.04199219,7978.93701172,2329.89306641,670.34197998,85.5,2673.93896484,544.625,2759.40405273,7601.45605469
199,2020-07-18,5920.54296875,497.70001221,40.9640007,349.77200317,1840.91296387,2089.47094727,37.65200043,198.60800171,3995.47900391,58.1590004,10.15999985,40.83800125,300.89300537,467.38000488,7863.58105469,2312.06201172,656.57202148,86.51399994,2649.0090332,534.9329834,2675.26196289,8124.90087891
200,2020-07-19,5756.14208984,511.84399414,40.32600021,353.00799561,1830.72802734,2028.59802246,35.18899918,178.40699768,2926.56005859,57.61500168,10.65999985,42.24100113,298.29501343,458.84698486,7841.63183594,2302.24511719,636.42498779,87.56099701,2644.79394531,530.45501709,2638.54296875,7868.43896484
201,2020-07-20,5598.44384766,514.03100586,38.47600174,359.62799072,1816.62402344,1968.91296387,34.47999954,125.55899811,2257.81201172,56.93600082,11.02600002,40.01100159,297.38299561,472.56900024,7761.84179688,2284.99511719,625.09002686,88.73400116,2641.12890625,519.82501221,2665.66796875,6824.41113281
202,2020-07-21,5418.88378906,538.375,38.22000122,364.91400146,1796.07702637,1899.63000488,34.07500076,101.6309967,1837.01196289,57.22999954,11.02600002,37.00099945,300.38101196,462.27600098,7611.58789063,2262.33911133,615.69396973,88.77100372,2627.72998047,514.52099609,2564.89306641,5648.58398438
203,2020-07-22,5314.66015625,569.01300049,37.51900101,362.17599487,1774.92504883,1833.53601074,33.68700027,87.68800354,1642.3380127,55.0530014,12.13300037,33.61800003,295.99398804,459.78201294,7560.52880859,2239.69311523,610.64801025,84.57299805,2619.0859375,509.22198486,2541.87402344,4670.15380859
204,2020-07-23,5201.84277344,612.78997803,38.1570015,354.45901489,1748.45898438,1777.07202148,32.79299927,75.27799988,1410.13500977,56.76499939,12.99499989,30.8029995,298.73400879,432.15301514,7399.81494141,2217.68603516,604.26898193,83.60399628,2600.85400391,506.21798706,2523.74902344,4089.54296875
205,2020-07-24,5063.24414063,646.42199707,37.26300049,346.93899536,1722.35998535,1708.35498047,32.79299927,64.58000183,1306.80297852,54.80400085,14.4989996,26.71500015,298.32199097,448.15200806,7290.72314453,2194.79589844,592.93701172,83.26100159,2589.73706055,504.35198975,2460.53198242,3569.63500977
206,2020-07-25,4909.59814453,671.87097168,38.22000122,348.64498901,1704.01599121,1645.56396484,32.01699829,59.26699829,1334.20898438,56.1780014,14.94499969,29.0189991,303.42001343,440.00900269,7260.89013672,2173.52001953,585.63500977,86.40100098,2592.98388672,502.3500061,2393.63110352,3134.49389648
207,2020-07-26,4755.12890625,683.06097412,40.58100128,356.13900757,1686.77099609,1583.22094727,32.01699829,52.18799973,1310.70800781,53.4659996,15.69099998,31.7140007,302.16299438,432.14700317,7216.44384766,2158.41601563,566.18597412,85.31099701,2597.19091797,496.36099243,2409.53295898,2938.13793945
208,2020-07-27,4598.4921875,680.14202881,44.66500092,358.6789856,1668.11499023,1535.34997559,30.71800041,59.10599899,1153.21203613,54.28300095,15.2489996,35.44900131,303.45999146,430.06799316,7118.80175781,2137.39208984,556.10699463,78.76799774,2598.61206055,497.05899048,2357.9440918,2775.53808594
209,2020-07-28,4462.58886719,653.34997559,49.76900101,348.52301025,1653.60302734,1492.97705078,31.30900002,58.00099945,1501.93005371,51.52000046,12.56200027,39.34199905,298.14199829,433.23098755,6991.58007813,2118.00097656,548.70800781,78.92700195,2585.68798828,510.74899292,2346.61206055,2820.90991211
210,2020-07-29,4363.18701172,612.16699219,53.98099899,336.0880127,1643.5970459,1463.52099609,31.62899971,60.49700165,1799.66894531,54.75500107,14.30300045,45.55899811,293.04699707,438.82598877,6929.05517578,2099.25708008,539.28997803,80.45700073,2564.32299805,527.98901367,2334.84106445,2994.36010742
211,2020-07-30,4331.25195313,560.14099121,56.40499878,341.1579895,1627.67602539,1465.62194824,30.71800041,63.67100143,1674.17297363,52.19900131,12.5710001,46.76699829,293.35501099,456.13101196,6851.15283203,2085.59594727,535.42199707,86.67199707,2545.83789063,536.37701416,2267.42602539,3473.78808594
212,2020-07-31,4327.14404297,503.35699463,54.29999924,344.98498535,1607.59399414,1496.26000977,32.99599838,64.09899902,1467.53601074,53.2159996,13.05300045,48.0019989,290.75601196,465.23199463,6858.84521484,2070.67602539,535.36401367,82.31500244,2532.46899414,547.44598389,2250.56298828,3384.84106445
213,2020-08-01,4289.06982422,457.56799316,49.64199829,344.51501465,1587.95605469,1509.56005859,39.15299988,62.76200104,1213.9510498,49.48699951,15.19999981,50.45600128,298.29501343,476.75698853,6847.69921875,2055.15991211,553.34197998,77.58100128,2521.54003906,542.309021,2229.68701172,3068.31396484
214,2020-08-02,4177.96484375,431.41400146,46.19599915,340.41400146,1577.70898438,1507.98901367,40.45199966,62.29800034,1098.47094727,50.29600143,15.10599995,90.52300262,302.04598999,479.65600586,6862.48095703,2036.41894531,584.88500977,72.98699951,2509.48095703,533.95599365,2151.33007813,2734.10205078
215,2020-08-03,4040.24902344,433.54800415,42.68700027,332.63598633,1570.77697754,1505.21801758,35.59400177,61.08599854,1014.85601807,50.46099854,12.94099998,97.19400024,297.50698853,489.10400391,6808.20703125,2022.68701172,636.43798828,72.37599945,2498.08496094,526.30999756,2169.20996094,2459.67211914
216,2020-08-04,3919.18603516,440.94799805,41.79399872,325.49398804,1558.74804688,1502.04003906,33.38399887,60.17599869,934.82598877,51.65599823,12.53499985,85.34700012,300.25799561,469.10998535,6796.61816406,2006.20397949,676.31799316,71.76599884,2488.56005859,520.92199707,2123.98901367,2281.71508789
217,2020-08-05,3829.11303711,442.45599365,39.24100113,318.6000061,1545.91699219,1495.99902344,31.62899971,60.2480011,828.31298828,49.68099976,12.5880003,73.18399811,295.06900024,458.39700317,6800.22998047,1986.29699707,676.41699219,76.97100067,2475.60400391,509.58099365,2080.15209961,2150.5
218,2020-08-06,3766.23095703,439.42199707,38.60300064,315.83999634,1530.875,1464.25195313,31.30900002,59.76599884,843.83099365,47.97000122,16.0529995,65.10900116,288.55899048,458.07000732,6778.20019531,1973.87902832,632.62597656,81.34600067,2458.61303711,501.08700562,2155.61694336,2068.70410156
219,2020-08-07,3718.50195313,433.89099121,37.51900101,314.05499268,1508.85705566,1418.93701172,30.14500046,59.03499985,756.63397217,47.68999863,17.65500069,59.50600052,283.93200684,441.58700562,6764.48193359,1962.73095703,593.20697021,82.81199646,2442.35302734,492.91299438,2105.99511719,1957.94604492
220,2020-08-08,3639.42700195,433.04699707,38.0929985,312.93899536,1501.15100098,1370.00500488,30.21199989,58.375,730.78198242,47.0890007,17.06100082,53.86600113,289.48498535,436.19299316,6753.70800781,1953.76293945,552.45501709,81.3690033,2419.73510742,484.65200806,2013.39904785,1848.08496094
221,2020-08-09,3519.60498047,433.24398804,37.64599991,313.60699463,1493.7409668,1313.82299805,30.34700012,57.75099945,704.73199463,47.30400085,16.94499969,49.25699997,291.8500061,421.39401245,6803.04003906,1941.11901855,530.50500488,78.47100067,2399.92993164,479.07501221,2056.52905273,1769.93200684
222,2020-08-10,3393.53588867,434.72900391,37.64599991,316.49398804,1483.64099121,1264.0300293,30.34700012,56.61000061,702.6630249,45.84999847,15.79399967,46.50600052,292.4460144,419.79400635,6761.54882813,1930.45703125,523.62597656,76.51100159,2410.60791016,477.64498901,1995.10595703,1739.06799316
223,2020-08-11,3286.63110352,426.11999512,38.34799957,318.84399414,1473.02697754,1228.65405273,30.73500061,56.89599991,686.12200928,45.53499985,15.49499989,47.28699875,289.11401367,425.88299561,6774.06982422,1907.71899414,524.91900635,73.50700378,2392.07495117,478.46798706,1964.05297852,1699.94299316
224,2020-08-12,3172.68994141,412.98800659,44.91999817,318.55300903,1458.28796387,1253.9239502,31.12299919,57.05599976,1468.41394043,45.65000153,15.80300045,51.00400162,289.30999756,421.20999146,6638.70898438,1888.64294434,526.09301758,75.00299835,2362.26293945,479.04199219,1933.17297363,1824.98706055
225,2020-08-13,3057.8269043,391.06799316,56.91600037,315.86499023,1440.81396484,1404.53198242,30.54999924,77.00800323,2060.18188477,47.6969986,16.93199921,55.90100098,289.58700562,422.29098511,6556.05078125,1878.15698242,523.88201904,77.51300049,2348.37792969,477.44100952,1946.34899902,2101.36303711
226,2020-08-14,2958.93603516,373.71499634,75.10099792,312.73300171,1421.79003906,1833.1739502,30.73500061,130.1230011,2115.20288086,51.35599899,17.70400047,60.86299896,290.64199829,407.96798706,6514.42480469,1862.72497559,527.9329834,77.85600281,2333.93408203,519.92498779,1882.97497559,3898.67797852
227,2020-08-15,2879.9230957,358.65600586,93.22200012,310.07299805,1406.17700195,2424.50390625,30.54999924,439.24200439,3211.93896484,53.89199829,19.02099991,64.03099823,293.35400391,392.53201294,6535.17285156,1848.48901367,550.40802002,79.38600159,2321.21508789,551.49798584,1885.91796875,8474.39355469
228,2020-08-16,2803.80493164,347.26998901,112.55599976,309.32400513,1403.84399414,3976.39990234,29.04800034,478.71798706,3182.83691406,55.60900116,17.61899948,65.02500153,280.37298584,442.5,6567.37011719,1829.49902344,699.02197266,79.08899689,2311.02709961,673.16601563,1840.68395996,11972.00585938
229,2020-08-17,2724.70410156,335.45999146,131.5059967,310.28601074,1393.4119873,5017.32714844,27.36199951,498.86599731,2214.03100586,57.45000076,16.79800034,62.67499924,282.67498779,421.30599976,6781.63085938,1800.98205566,945.70697021,76.62400055,2309.89697266,695.0869751,1832.96203613,10937.59863281
230,2020-08-18,2655.99194336,326.38699341,165.83399963,311.82000732,1386.36303711,6021.08105469,29.25099945,342.46099854,1686.19104004,59.91999817,16.46299934,62.02399826,283.59399414,426.43499756,7303.12011719,1782.65600586,1305.79504395,72.23699951,2309.35791016,798.47198486,1776.7199707,9295.90039063
231,2020-08-19,2616.41088867,317.12399292,208.20199585,299.46600342,1379.41894531,8159.6640625,28.45800018,272.92401123,1548.71801758,60.06999969,16.36899948,91.99099731,287.94000244,444.35699463,8272.32128906,1773.20397949,1646.5300293,73.20200348,2301.78491211,851.45800781,1774.80297852,7878.85791016
232,2020-08-20,2593.36303711,309.52301025,269.26599121,288.51300049,1368.81396484,9657.72460938,26.26499939,279.43200684,1301.71801758,61.31499863,15.72200012,110.07299805,288.65499878,527.29302979,9593.2734375,1750.53503418,1792.82495117,74.32499695,2295.42089844,919.78900146,1732.73095703,6844.33691406
233,2020-08-21,2614.75,297.7789917,211.45599365,288.93798828,1369.71594238,9656.8671875,27.54700089,243.13000488,1150.53198242,60.93500137,14.91899967,101.58000183,289.375,543.88598633,11003.58691406,1739.6739502,3300.77709961,75.79499817,2292.68701172,1050.48999023,1697.45996094,5987.88818359
234,2020-08-22,2685.61206055,295.7789917,127.35900116,305.60998535,1382.17004395,8772.41210938,38.96699905,195.18499756,1015.22802734,63.74100113,14.53499985,84.85500336,292.14599609,651.52801514,12098.76367188,1727.81298828,3317.04199219,73.24700165,2285.88598633,1028.63305664,1720.57897949,5212.12402344
235,2020-08-23,2827.27099609,292.80499268,102.72899628,326.95901489,1408.35302734,7834.61816406,57.40499878,163.26899719,905.95397949,64.8219986,14.5880003,70.90699768,294.6210022,740.70898438,12415.03417969,1721.6920166,2535.63793945,72.9940033,2279.43994141,1024.7010498,1729.52502441,4452.01220703
236,2020-08-24,2936.63696289,298.65899658,86.52200317,331.94100952,1438.01696777,7031.02685547,53.88000107,144.92199707,826.90197754,66.88899994,13.75800037,61.33599854,294.03500366,752.25500488,11942.07617188,1719.23205566,2768.35888672,73.8690033,2273.47290039,940.33099365,1694.09899902,3733.03295898
237,2020-08-25,2969.97607422,309.68600464,78.99299622,334.95098877,1459.22900391,6386.60693359,39.35499954,135.16900635,801.11901855,65.28500366,12.98600006,55.35200119,292.79699707,708.15197754,11191.09570313,1701.18896484,2697.39306641,75.28199768,2263.67895508,835.86602783,1700.94396973,3305.65405273
238,2020-08-26,3030.26196289,325.04098511,77.39800262,333.04598999,1477.18005371,5876.66308594,32.22000122,122.34899902,780.86102295,57.05799866,13.22200012,48.8390007,291.8500061,647.42602539,10487.38574219,1680.75402832,2445.58691406,77.29100037,2248.22094727,750.17199707,1661.97595215,2946.4909668
239,2020-08-27,3170.51708984,335.88900757,76.24900055,327.48001099,1480.19995117,5447.28222656,30.34700012,108.83399963,757.90197754,64.46600342,12.21399975,43.75600052,285.0920105,601.36999512,9994.21875,1657.16796875,2185.46606445,76.53700256,2230.92407227,690.375,1652.57202148,2693.14794922
240,2020-08-28,3355.48291016,333.43899536,75.93000031,320.66699219,1472.06896973,5074.06982422,32.49000168,101.59500122,721.93902588,63.23400116,11.02600002,40.13199997,282.4710083,570.63299561,9616.88574219,1633.54699707,1966.68701172,75.12000275,2213.8840332,639.20001221,1617.1340332,2491.75610352
241,2020-08-29,3507.375,333.80499268,76.05799866,306.11099243,1450.54394531,4722.75976563,30.92099953,96.2460022,697.36700439,60.69200134,10.30300045,36.33200073,280.02099609,530.11999512,9293.20605469,1604.13696289,1795.97900391,74.56600189,2193.96191406,593.11798096,1622.24804688,2321.22607422
242,2020-08-30,3570.84106445,343.19799805,75.16500092,298.52099609,1419.41699219,4404.75976563,30.14500046,93.25099945,663.20501709,56.75299835,9.83899975,32.92200089,280.6210022,480.53201294,8987.96972656,1573.77404785,1645.17797852,72.98699951,2173.48193359,561.18798828,1608.96704102,2146.05395508
243,2020-08-31,3540.14208984,359.28500366,75.73899841,297.84399414,1382.14697266,4151.90380859,30.53300095,86.93900299,664.10601807,59.72200012,9.52600002,30.41300011,279.68499756,449.61499023,8605.50976563,1546.02404785,1523.58898926,72.98999786,2150.70507813,536.29498291,1616.46899414,2029.96899414
244,2020-09-01,3487.51000977,371.8039856,73.44200134,295.51599121,1350.3260498,3913.0559082,28.84600067,81.78600311,627.20898438,58.18199921,9.35200024,28.39599991,278.04299927,413.18899536,8326.50390625,1520.52197266,1425.53198242,72.98999786,2136.29101563,515.57397461,1599.99304199,1933.60705566
245,2020-09-02,3417.49511719,374.17599487,74.27100372,288.71099854,1320.67797852,3647.17700195,29.03199959,77.47100067,648.70397949,57.85800171,9.07499981,26.1760006,277.45001221,415.85198975,8041.54589844,1506.49499512,1338.79504395,72.02200317,2123.70410156,499.73699951,1575.25805664,1867.87304688
246,2020-09-03,3330.71191406,368.00201416,72.29299927,280.90600586,1285.06994629,3297.15698242,28.6439991,73.6740036,621.93701172,56.5890007,9.3210001,24.81900024,273.18200684,394.1789856,7719.95214844,1483.51599121,1254.10400391,73.47699738,2111.86791992,484.04098511,1589.06494141,1794.34399414
247,2020-09-04,3212.12207031,353.96798706,73.63300323,277.50799561,1256.51501465,2918.67797852,27.34499931,80.84100342,633.49102783,55.00600052,8.84300041,23.73200035,277.11898804,382.63299561,7429.68701172,1459.82702637,1180.15600586,72.15000153,2098.77197266,468.73999023,1560.35900879,1738.42700195
248,2020-09-05,3087.14111328,333.11898804,73.44200134,273.73001099,1226.59399414,2568.23999023,27.7329998,74.47599792,619.99597168,46.78499985,8.8920002,23.08099937,274.37799072,391.67599487,7170.50390625,1441.4329834,1093.90100098,74.70500183,2079.25805664,458.38400269,1568.68603516,1696.09204102
249,2020-09-06,3006.00708008,307.82501221,71.91000366,274.09899902,1206.14794922,2291.54101563,26.04599953,68.25299835,810.94897461,51.57300186,8.11999989,22.52400017,273.56399536,376.50601196,6965.4609375,1425.55895996,989.14599609,73.38200378,2061.53710938,449.51098633,1506.74902344,1661.26403809
250,2020-09-07,2909.32397461,286.2869873,72.03800201,271.72000122,1184.57995605,2096.57592773,25.65800095,66.6309967,994.38098145,49.87400055,8.40999985,22.22599983,273.53799438,378.44500732,6732.17919922,1411.13696289,892.9050293,70.97799683,2047.84997559,443.03500366,1501.37304688,1839.98901367
251,2020-09-08,2827.77099609,273.6539917,70.44300079,264.49798584,1166.89196777,1952.95605469,25.47200012,117.66000366,1085.51098633,47.72399902,7.8119998,22.05900002,272.31600952,358.42800903,6533.68701172,1400.87402344,823.86602783,70.25800323,2040.05102539,436.16598511,1494.45703125,3341.13110352
252,2020-09-09,2732.00097656,271.05599976,73.31400299,256.35699463,1142.9029541,1843.76196289,25.06699944,155.38800049,1223.7010498,45.40999985,7.08900023,21.71500015,270.57699585,380.18099976,6353.89794922,1385.45397949,772.91400146,70.10700226,2034.89294434,428.33499146,1484.50402832,4142.01416016
253,2020-09-10,2672.06689453,269.33300781,71.84700012,248.80000305,1118.64697266,1764.43395996,24.56100082,127.60900116,1043.06799316,45.24300003,6.41900015,21.38999939,270.93399048,382.94400024,6170.19091797,1361.4420166,739.065979,71.96199799,2033.77099609,420.53500366,1455.27404785,4185.71289063
254,2020-09-11,2598.88793945,263.77999878,70.95300293,241.04200745,1092.12695313,1689.70800781,23.97100067,104.98300171,892.61901855,44.4469986,6.09299994,20.7859993,267.64300537,325.18600464,6012.921875,1343.23400879,712.57800293,70.79699707,2032.21105957,413.03900146,1441.7130127,3870.91699219
255,2020-09-12,2512.81811523,256.2170105,69.74099731,230.20799255,1063.50097656,1621.04101563,23.37999916,89.30999756,798.89001465,42.49000168,5.42399979,19.51300049,268.15600586,352.42098999,5946.00683594,1314.59204102,685.91101074,66.71099854,2035.43798828,405.75201416,1441.01904297,3386.88891602
256,2020-09-13,2449.78393555,254.27799988,69.80500031,223.83000183,1040.62597656,1557.41503906,23.78499985,81.67900085,774.61700439,42.10900116,5.00899982,18.40699959,266.07699585,329.01300049,5762.94580078,1297.6529541,665.36102295,61.25400162,2032.67199707,398.17599487,1429.45800781,2888.4230957
257,2020-09-14,2438.66796875,260.44699097,69.80500031,216.90299988,1010.29498291,1504.11206055,22.87400055,78.50499725,805.10400391,41.54000092,5.08400011,16.37299919,263.24099731,328.63400269,5625.39404297,1279.3449707,635.9420166,57.95600128,2022.27099609,390.88198853,1379.21203613,2496.19702148
258,2020-09-15,2458.55810547,270.24099731,68.65599823,221.02900696,992.52301025,1468.50805664,22.2840004,75.47399902,901.77801514,41.90399933,4.60699987,14.05000019,260.60900879,281.63900757,5510.50097656,1269.71398926,616.09802246,59.09000015,2008.85400391,387.31698608,1378.84802246,2229.82006836
259,2020-09-16,2428.27099609,268.35198975,69.03900146,222.92900085,976.06097412,1439.40002441,22.67200089,72.35399628,1058.12304688,42.20899963,4.19199991,13.6590004,263.53900146,283.91799927,5362.04199219,1255.60595703,578.33398438,61.79999924,1992.92602539,383.20700073,1328.7989502,2042.59204102
260,2020-09-17,2361.55908203,258.35900879,69.48600006,227.09500122,963.3460083,1413.05603027,22.08200073,74.69000244,1310.72302246,42.31399918,3.41000009,14.28199959,263.38299561,340.77700806,5224.37304688,1238.98400879,617.2789917,60.80899811,1979.35498047,373.90100098,1328.76904297,2025.6920166
