,Data,AMAZONAS_ear,CAPIVARI_ear,DOCE_ear,GRANDE_ear,IGUACU_ear,JACUI_ear,JEQUITINHONHA_ear,PARAGUACU_ear,PARAGUAI_ear,PARAIBA_ear,PARANA_ear,PARANAIBA_ear,PARANAPANEMA_ear,PARNAIBA_ear,SFRANCISCO_ear,TIETE_ear,TOCANTINS_ear,URUGUAI_ear
190,2020-07-09,724.3489990234375,138.0749969482422,13.277000427246094,29647.1875,4778.81396484375,1931.530029296875,2269.923095703125,520.4130249023438,321.177001953125,3751.447998046875,2554.4140625,40701.87890625,4579.59619140625,230.33399963378903,45418.4609375,7081.2900390625,24547.919921875,3463.633056640625
191,2020-07-10,718.4769897460938,137.9250030517578,13.222000122070312,29591.333984375,4792.47998046875,2044.72802734375,2259.325927734375,519.8829956054688,319.5870056152344,3734.971923828125,2562.180908203125,40590.046875,4580.80517578125,228.7460021972656,45310.9765625,7076.78076171875,24556.97265625,3672.014892578125
192,2020-07-11,713.2050170898438,137.09800720214844,13.33899974822998,29503.95703125,4829.546875,2126.075927734375,2257.14501953125,515.573974609375,318.1669921875,3718.81103515625,2615.820068359375,40450.765625,4583.88916015625,228.16099548339844,45237.640625,7083.81787109375,24550.765625,3849.762939453125
193,2020-07-12,1142.4969482421875,137.77499389648438,13.178000450134276,29455.51953125,4882.10009765625,2222.196044921875,2254.962890625,512.3619995117188,316.6919860839844,3703.818115234375,2631.360107421875,40335.1953125,4591.8427734375,227.5760040283203,45067.73828125,7097.57421875,24536.763671875,4101.7451171875
194,2020-07-13,1056.3389892578125,137.24899291992188,13.24899959564209,29284.24609375,4877.51904296875,2295.448974609375,2244.9951171875,509.7160034179688,315.27398681640625,3688.218994140625,2615.820068359375,40109.4609375,4585.42578125,227.5760040283203,44951.91015625,7091.22216796875,24533.41796875,4297.828125
195,2020-07-14,1042.083984375,137.24899291992188,12.940999984741213,29112.28515625,4854.93798828125,2359.83203125,2234.407958984375,505.4500122070313,313.6860046386719,3672.0859375,2631.360107421875,39961.0859375,4585.083984375,226.99200439453125,44873.92578125,7077.005859375,24505.712890625,4381.36181640625
196,2020-07-15,1026.81103515625,136.947998046875,13.118000030517578,29021.15625,4824.5498046875,2394.784912109375,2223.824951171875,500.6579895019531,312.2120056152344,3654.656005859375,2623.590087890625,39856.0,4579.69677734375,226.4069976806641,44754.671875,7064.158203125,24508.90625,4398.9267578125
197,2020-07-16,1011.1530151367188,137.09800720214844,12.996999740600586,28952.908203125,4784.92919921875,2443.530029296875,2213.2470703125,498.0169982910156,310.7959899902344,3638.98388671875,2615.820068359375,39768.44921875,4575.9072265625,225.3780059814453,44640.265625,7052.8388671875,24498.08203125,4399.5810546875
198,2020-07-17,995.5579833984376,136.947998046875,12.940999984741213,28918.259765625,4750.77490234375,2509.5380859375,2202.673095703125,494.8500061035156,309.3800048828125,3622.89794921875,2585.114013671875,39626.16796875,4568.6669921875,224.79400634765625,44493.18359375,7030.07177734375,24470.5234375,4491.91015625
199,2020-07-18,979.0570068359376,135.9709930419922,12.616000175476074,28874.46875,4770.7890625,2560.02490234375,2193.037109375,493.2669982910156,307.9079895019531,3607.85791015625,2608.050048828125,39521.65234375,4564.89404296875,224.21099853515625,44448.2109375,7013.60205078125,24464.00390625,4621.76513671875
200,2020-07-19,962.3610229492188,136.61000061035156,12.527999877929688,28809.33984375,4804.5009765625,2594.719970703125,2189.928955078125,495.37701416015625,306.4930114746094,3591.195068359375,2623.590087890625,39450.0546875,4564.173828125,223.6269989013672,44378.3125,7004.46484375,24456.3515625,4796.51123046875
201,2020-07-20,944.22802734375,136.61000061035156,12.116999626159668,28677.85546875,4780.30517578125,2609.426025390625,2179.364990234375,494.8500061035156,305.0220031738281,3573.02197265625,2592.882080078125,39222.33203125,4554.01611328125,223.07200622558597,44230.08203125,6981.61181640625,24433.4375,4846.43896484375
202,2020-07-21,927.8880004882812,136.27200317382812,12.027999877929688,28585.216796875,4720.5029296875,2615.77587890625,2168.804931640625,493.2669982910156,303.6080017089844,3557.200927734375,2592.882080078125,39009.78515625,4542.36279296875,222.48800659179688,44179.39453125,6955.451171875,24401.1640625,4828.47802734375
203,2020-07-22,914.6680297851562,136.27200317382812,11.838000297546388,28495.365234375,4670.10595703125,2619.2080078125,2157.93994140625,493.2669982910156,302.13800048828125,3538.135009765625,2600.281005859375,38818.5546875,4537.76416015625,221.90499877929688,44100.03125,6957.9951171875,24368.869140625,4788.6201171875
204,2020-07-23,902.0280151367188,135.7830047607422,11.30799961090088,28390.1328125,4620.39013671875,2617.218017578125,2147.389892578125,491.6839904785156,300.7260131835937,3522.326904296875,2623.590087890625,38625.46484375,4529.01220703125,220.8780059814453,43992.56640625,6947.60498046875,24323.77734375,4737.9189453125
205,2020-07-24,889.6320190429688,135.2949981689453,10.741000175476074,28313.42578125,4568.61181640625,2612.741943359375,2137.154052734375,487.5010070800781,299.1440124511719,3504.9189453125,2623.590087890625,38349.42578125,4520.216796875,220.29600524902344,43918.16015625,6932.27294921875,24293.08984375,4673.298828125
206,2020-07-25,877.489990234375,134.8070068359375,10.128000259399414,28248.466796875,4549.31982421875,2614.116943359375,2134.673095703125,484.3389892578125,297.73199462890625,3486.748046875,2639.131103515625,38163.5625,4510.9130859375,219.71299743652344,43674.53515625,6910.42578125,24270.126953125,4639.34521484375
207,2020-07-26,864.594970703125,135.44500732421875,9.489999771118164,28138.091796875,4556.0927734375,2610.319091796875,2132.193115234375,481.739990234375,296.2650146484375,3470.14599609375,2669.846923828125,38026.3984375,4503.9521484375,219.1309967041016,43583.3359375,6908.0419921875,24237.25,4664.69482421875
208,2020-07-27,851.3800048828125,135.63299560546875,8.913000106811523,27901.869140625,4497.9228515625,2613.93408203125,2121.962890625,479.1080017089844,294.6849975585937,3451.23388671875,2677.618896484375,37796.56640625,4493.47314453125,216.8300018310547,43492.55859375,6904.00390625,24184.89453125,4604.9501953125
209,2020-07-28,838.7020263671875,135.2949981689453,8.222000122070312,27765.23828125,4423.64404296875,2637.906005859375,2111.738037109375,475.9849853515625,293.2749938964844,3434.577880859375,2654.302978515625,37538.0546875,4481.080078125,214.64300537109372,43387.8671875,6904.7958984375,24137.146484375,4547.2431640625
210,2020-07-29,826.2169799804688,135.63299560546875,7.478000164031982,27597.44140625,4355.93994140625,2656.2958984375,2101.51708984375,472.3739929199219,291.6969909667969,3416.447021484375,2639.131103515625,37261.91796875,4471.99609375,212.34800720214844,43264.24609375,6872.873046875,24078.603515625,4500.42919921875
211,2020-07-30,814.708984375,135.7830047607422,7.136000156402588,27461.30078125,4300.90380859375,2675.18896484375,2090.990966796875,471.8479919433594,290.1189880371094,3402.212890625,2654.302978515625,37069.7578125,4459.98779296875,210.0279998779297,43124.2578125,6832.7138671875,24044.9609375,4478.89892578125
212,2020-07-31,803.176025390625,136.12100219726562,7.794000148773193,27367.998046875,4242.369140625,2692.300048828125,2080.468994140625,472.864990234375,288.71099853515625,3388.76708984375,2669.846923828125,36884.453125,4449.76513671875,209.447998046875,43007.98046875,6817.58984375,24004.4453125,4430.880859375
213,2020-08-01,791.9730224609375,136.4600067138672,8.381999969482422,27360.015625,4229.326171875,2701.47412109375,2077.993896484375,472.864990234375,287.2470092773437,3375.527099609375,2700.569091796875,36772.51953125,4447.6171875,208.427001953125,42933.2734375,6837.2490234375,23954.974609375,4408.77392578125
214,2020-08-02,781.0440063476562,136.79800415039062,8.928999900817871,27377.87890625,4219.8359375,2712.48291015625,2075.2099609375,473.3909912109375,285.8399963378906,3356.631103515625,2731.66796875,36712.34375,4443.9990234375,207.4340057373047,42890.2265625,6854.1728515625,23935.296875,4427.2470703125
215,2020-08-03,769.8060302734375,136.79800415039062,9.15999984741211,27173.220703125,4180.89599609375,2720.924072265625,2064.696044921875,473.3909912109375,284.37701416015625,3339.845947265625,2692.7958984375,36451.0234375,4444.7998046875,206.41400146484372,42845.04296875,6812.72998046875,23891.8046875,4383.44482421875
216,2020-08-04,756.7100219726562,136.12100219726562,8.494999885559082,27000.091796875,4155.35400390625,2722.85595703125,2053.8759765625,473.3909912109375,282.97100830078125,3321.47412109375,2669.846923828125,36184.8984375,4444.4169921875,205.3939971923828,42751.5078125,6768.10107421875,23848.888671875,4315.509765625
217,2020-08-05,743.844970703125,135.9709930419922,7.835999965667725,26811.578125,4118.98291015625,2727.696044921875,2043.3709716796875,477.0379943847656,281.5090026855469,3302.26904296875,2662.074951171875,35944.3515625,4440.9951171875,204.4029998779297,42692.21875,6721.38623046875,23799.220703125,4251.666015625
218,2020-08-06,732.1019897460938,136.12100219726562,7.23799991607666,26617.599609375,4086.330078125,2730.327880859375,2032.8699951171875,478.0899963378906,279.99200439453125,3285.679931640625,2646.531005859375,35722.53515625,4437.95703125,203.9620056152344,42569.72265625,6680.30419921875,23730.755859375,4183.05908203125
219,2020-08-07,717.5120239257812,135.63299560546875,6.793000221252441,26427.205078125,4047.26611328125,2735.06591796875,2022.06494140625,479.1080017089844,278.5320129394531,3270.991943359375,2646.531005859375,35496.30078125,4431.30322265625,203.38400268554688,42422.3671875,6625.1328125,23657.681640625,4109.10107421875
220,2020-08-08,704.822998046875,135.14500427246094,6.297999858856201,26303.91015625,4029.837890625,2736.281982421875,2011.572998046875,478.58099365234375,277.12799072265625,3252.6640625,2639.131103515625,35320.16796875,4422.46923828125,202.531005859375,42333.62890625,6616.634765625,23611.146484375,4067.743896484375
221,2020-08-09,693.5759887695312,134.3179931640625,5.828999996185303,26242.546875,4033.429931640625,2740.7060546875,2008.7969970703125,478.58099365234375,275.5,3233.674072265625,2600.281005859375,35240.078125,4414.44189453125,201.9530029296875,42279.31640625,6611.14306640625,23569.6171875,4066.02587890625
222,2020-08-10,680.7239990234375,133.97999572753906,5.591000080108643,26018.498046875,3988.27490234375,2741.304931640625,1998.0030517578125,478.58099365234375,274.0419921875,3212.218994140625,2554.4140625,34978.76171875,4406.27490234375,201.1009979248047,42160.76953125,6564.466796875,23498.005859375,4008.7880859375
223,2020-08-11,669.0960083007812,133.49200439453125,5.547999858856201,25806.64453125,3927.634033203125,2743.117919921875,1987.2139892578125,477.0379943847656,272.5270080566406,3195.635986328125,2538.882080078125,34669.80859375,4398.39794921875,197.06300354003903,42066.1328125,6532.0478515625,23409.46875,3933.01904296875
224,2020-08-12,656.8939819335938,133.1540069580078,5.517000198364258,25617.080078125,3870.31201171875,2773.4970703125,1975.197998046875,476.510986328125,270.9020080566406,3176.218994140625,2500.797119140625,34434.07421875,4390.90380859375,193.7729949951172,41936.48828125,6498.80078125,23317.125,3860.4140625
225,2020-08-13,642.2340087890625,132.21499633789062,5.464000225067139,25447.44140625,3833.569091796875,2796.27392578125,1957.031005859375,475.4939880371094,269.3890075683594,3160.070068359375,2470.114013671875,34193.109375,4380.52001953125,190.8979949951172,41842.9921875,6467.4560546875,23223.3671875,3783.99609375
226,2020-08-14,629.8720092773438,132.7030029296875,5.375999927520752,25329.234375,3801.51806640625,2810.759033203125,1939.18505859375,474.9679870605469,267.9330139160156,3140.304931640625,2462.35205078125,33954.8984375,4372.505859375,187.89100646972656,41723.87109375,6431.39599609375,23129.73828125,3786.298095703125
227,2020-08-15,624.93701171875,134.16799926757812,6.0980000495910645,25212.384765625,3823.0859375,2821.443115234375,1935.18701171875,474.9679870605469,266.4209899902344,3124.284912109375,2454.9599609375,33734.51953125,4365.09814453125,187.04400634765625,41672.15234375,6415.96484375,23030.74609375,3923.76708984375
228,2020-08-16,622.5339965820312,136.4600067138672,7.535999774932861,25135.802734375,3897.5849609375,2820.06396484375,1933.0350341796875,474.4419860839844,264.4070129394531,3106.248046875,2454.9599609375,33637.890625,4379.59619140625,186.4709930419922,41631.3125,6443.62890625,22963.89453125,4240.623046875
229,2020-08-17,624.0280151367188,139.24000549316406,8.597000122070312,24906.119140625,3947.43310546875,2812.319091796875,1923.5050048828125,476.510986328125,262.7850036621094,3093.0400390625,2424.285888671875,33431.94921875,4406.36181640625,185.625,41509.40625,6433.5830078125,22885.4921875,4396.8759765625
230,2020-08-18,624.9650268554688,141.68299865722656,9.258999824523926,24761.408203125,4052.669921875,2804.574951171875,1913.97900390625,476.510986328125,260.94000244140625,3080.35107421875,2378.470947265625,33233.07421875,4459.091796875,183.63400268554688,41398.76171875,6428.23291015625,22805.375,4462.9619140625
231,2020-08-19,622.5120239257812,145.74200439453125,10.550999641418455,24632.431640625,4206.5517578125,2800.763916015625,1904.1500244140625,476.510986328125,259.71099853515625,3067.3359375,2317.89892578125,32999.17578125,4543.341796875,181.34500122070312,41286.67578125,6417.8388671875,22712.568359375,4497.93603515625
232,2020-08-20,621.8870239257812,151.5709991455078,11.118000030517578,24492.3203125,4401.9921875,2799.468017578125,1894.324951171875,478.0899963378906,258.4259948730469,3054.3759765625,2317.89892578125,32780.15234375,4679.373046875,179.92999267578125,41152.00390625,6393.0751953125,22606.806640625,4514.365234375
233,2020-08-21,619.5960083007812,156.5749969482422,10.79599952697754,24360.376953125,4574.47998046875,2802.02099609375,1884.81103515625,480.68701171875,257.197998046875,3047.7490234375,2325.284912109375,32595.416015625,4840.77197265625,177.91700744628906,41039.06640625,6407.97802734375,22507.322265625,4513.43017578125
234,2020-08-22,619.4140014648438,159.43499755859375,10.53499984741211,24306.095703125,4732.662109375,2808.2880859375,1875.9139404296875,482.7579956054688,255.97000122070312,3043.048095703125,2333.0400390625,32527.13671875,4980.07421875,177.0749969482422,40923.75,6421.81396484375,22452.427734375,4490.0458984375
