,Data,val_latitude,val_longitude,val_medida
149,2020-01-07 05:00:00,-22680.078653,-62047.161891,7211.7
150,2020-01-07 06:00:00,-22680.078653,-62047.161891,7211.7
151,2020-01-07 07:00:00,-22680.078653,-62047.161891,7211.7
152,2020-01-07 08:00:00,-22680.078653,-62047.161891,7211.7
153,2020-01-07 09:00:00,-22680.078653,-62047.161891,7211.7
154,2020-01-07 10:00:00,-22680.078653,-62047.161891,7211.7
155,2020-01-07 11:00:00,-22680.078653,-62047.161891,7211.7
156,2020-01-07 12:00:00,-22680.078653,-62047.161891,7211.7
157,2020-01-07 13:00:00,-22680.078653,-62047.161891,7211.7
158,2020-01-07 14:00:00,-22680.078653,-62047.161891,7211.7
159,2020-01-07 15:00:00,-22680.078653,-62047.161891,7211.7
160,2020-01-07 16:00:00,-22680.078653,-62047.161891,7211.7
161,2020-01-07 17:00:00,-22680.078653,-62047.161891,7211.7
162,2020-01-07 18:00:00,-22680.078653,-62047.161891,7211.7
163,2020-01-07 19:00:00,-22680.078653,-62047.161891,7211.7
164,2020-01-07 20:00:00,-22680.078653,-62047.161891,7211.7
165,2020-01-07 21:00:00,-22680.078653,-62047.161891,7211.7
166,2020-01-07 22:00:00,-22680.078653,-62047.161891,7211.7
167,2020-01-07 23:00:00,-22680.078653,-62047.161891,7211.7
168,2020-01-08 00:00:00,-22705.167667,-61994.178021,8342.0
169,2020-01-08 01:00:00,-22705.167667,-61994.178021,8342.0
170,2020-01-08 02:00:00,-22705.167667,-61994.178021,8342.0
171,2020-01-08 03:00:00,-22705.167667,-61994.178021,8342.0
172,2020-01-08 04:00:00,-22705.167667,-61994.178021,8342.0
173,2020-01-08 05:00:00,-22705.167667,-61994.178021,8342.0
174,2020-01-08 06:00:00,-22705.167667,-61994.178021,8342.0
175,2020-01-08 07:00:00,-22705.167667,-61994.178021,8342.0
176,2020-01-08 08:00:00,-22705.167667,-61994.178021,8342.0
177,2020-01-08 09:00:00,-22705.167667,-61994.178021,8342.0
178,2020-01-08 10:00:00,-22705.167667,-61994.178021,8342.0
179,2020-01-08 11:00:00,-22705.167667,-61994.178021,8342.0
180,2020-01-08 12:00:00,-22705.167667,-61994.178021,8342.0
181,2020-01-08 13:00:00,-22705.167667,-61994.178021,8342.0
182,2020-01-08 14:00:00,-22705.167667,-61994.178021,8342.0
183,2020-01-08 15:00:00,-22705.167667,-61994.178021,8342.0
184,2020-01-08 16:00:00,-22705.167667,-61994.178021,8342.0
185,2020-01-08 17:00:00,-22705.167667,-61994.178021,8342.0
186,2020-01-08 18:00:00,-22705.167667,-61994.178021,8342.0
187,2020-01-08 19:00:00,-22705.167667,-61994.178021,8342.0
188,2020-01-08 20:00:00,-22705.167667,-61994.178021,8342.0
189,2020-01-08 21:00:00,-22705.167667,-61994.178021,8342.0
190,2020-01-08 22:00:00,-22705.167667,-61994.178021,8342.0
191,2020-01-08 23:00:00,-22705.167667,-61994.178021,8342.0
192,2020-01-09 00:00:00,-22687.926867,-61934.695041,7784.6
193,2020-01-09 01:00:00,-22687.926867,-61934.695041,7784.6
194,2020-01-09 02:00:00,-22687.926867,-61934.695041,7784.6
195,2020-01-09 03:00:00,-22687.926867,-61934.695041,7784.6
196,2020-01-09 04:00:00,-22687.926867,-61934.695041,7784.6
197,2020-01-09 05:00:00,-22687.926867,-61934.695041,7784.6
198,2020-01-09 06:00:00,-22687.926867,-61934.695041,7784.6
199,2020-01-09 07:00:00,-22687.926867,-61934.695041,7784.6
200,2020-01-09 08:00:00,-22687.926867,-61934.695041,7784.6
201,2020-01-09 09:00:00,-22687.926867,-61934.695041,7784.6
202,2020-01-09 10:00:00,-22687.926867,-61934.695041,7784.6
203,2020-01-09 11:00:00,-22687.926867,-61934.695041,7784.6
204,2020-01-09 12:00:00,-22687.926867,-61934.695041,7784.6
205,2020-01-09 13:00:00,-22687.926867,-61934.695041,7784.6
206,2020-01-09 14:00:00,-22687.926867,-61934.695041,7784.6
207,2020-01-09 15:00:00,-22687.926867,-61934.695041,7784.6
208,2020-01-09 16:00:00,-22687.926867,-61934.695041,7784.6
209,2020-01-09 17:00:00,-22687.926867,-61934.695041,7784.6
210,2020-01-09 18:00:00,-22687.926867,-61934.695041,7784.6
211,2020-01-09 19:00:00,-22687.926867,-61934.695041,7784.6
212,2020-01-09 20:00:00,-22687.926867,-61934.695041,7784.6
213,2020-01-09 21:00:00,-22687.926867,-61934.695041,7784.6
214,2020-01-09 22:00:00,-22687.926867,-61934.695041,7784.6
215,2020-01-09 23:00:00,-22687.926867,-61934.695041,7784.6
216,2020-01-10 00:00:00,-22855.300667,-62907.232394,8143.9
217,2020-01-10 01:00:00,-22855.300667,-62907.232394,8143.9
218,2020-01-10 02:00:00,-22855.300667,-62907.232394,8143.9
219,2020-01-10 03:00:00,-22855.300667,-62907.232394,8143.9
220,2020-01-10 04:00:00,-22855.300667,-62907.232394,8143.9
221,2020-01-10 05:00:00,-22855.300667,-62907.232394,8143.9
222,2020-01-10 06:00:00,-22855.300667,-62907.232394,8143.9
223,2020-01-10 07:00:00,-22855.300667,-62907.232394,8143.9
224,2020-01-10 08:00:00,-22855.300667,-62907.232394,8143.9
225,2020-01-10 09:00:00,-22855.300667,-62907.232394,8143.9
226,2020-01-10 10:00:00,-22855.300667,-62907.232394,8143.9
227,2020-01-10 11:00:00,-22855.300667,-62907.232394,8143.9
228,2020-01-10 12:00:00,-22855.300667,-62907.232394,8143.9
229,2020-01-10 13:00:00,-22855.300667,-62907.232394,8143.9
230,2020-01-10 14:00:00,-22855.300667,-62907.232394,8143.9
231,2020-01-10 15:00:00,-22855.300667,-62907.232394,8143.9
232,2020-01-10 16:00:00,-22855.300667,-62907.232394,8143.9
233,2020-01-10 17:00:00,-22855.300667,-62907.232394,8143.9
234,2020-01-10 18:00:00,-22855.300667,-62907.232394,8143.9
235,2020-01-10 19:00:00,-22855.300667,-62907.232394,8143.9
236,2020-01-10 20:00:00,-22855.300667,-62907.232394,8143.9
237,2020-01-10 21:00:00,-22855.300667,-62907.232394,8143.9
238,2020-01-10 22:00:00,-22855.300667,-62907.232394,8143.9
239,2020-01-10 23:00:00,-22855.300667,-62907.232394,8143.9
240,2020-01-11 00:00:00,-22729.279485,-62122.462175,8814.35
241,2020-01-11 01:00:00,-22729.279485,-62122.462175,8814.35
242,2020-01-11 02:00:00,-22729.279485,-62122.462175,8814.35
243,2020-01-11 03:00:00,-22729.279485,-62122.462175,8814.35
244,2020-01-11 04:00:00,-22729.279485,-62122.462175,8814.35
245,2020-01-11 05:00:00,-22729.279485,-62122.462175,8814.35
246,2020-01-11 06:00:00,-22729.279485,-62122.462175,8814.35
247,2020-01-11 07:00:00,-22729.279485,-62122.462175,8814.35
248,2020-01-11 08:00:00,-22729.279485,-62122.462175,8814.35
249,2020-01-11 09:00:00,-22729.279485,-62122.462175,8814.35
250,2020-01-11 10:00:00,-22729.279485,-62122.462175,8814.35
251,2020-01-11 11:00:00,-22729.279485,-62122.462175,8814.35
252,2020-01-11 12:00:00,-22729.279485,-62122.462175,8814.35
253,2020-01-11 13:00:00,-22729.279485,-62122.462175,8814.35
254,2020-01-11 14:00:00,-22729.279485,-62122.462175,8814.35
255,2020-01-11 15:00:00,-22729.279485,-62122.462175,8814.35
256,2020-01-11 16:00:00,-22729.279485,-62122.462175,8814.35
257,2020-01-11 17:00:00,-22729.279485,-62122.462175,8814.35
258,2020-01-11 18:00:00,-22729.279485,-62122.462175,8814.35
259,2020-01-11 19:00:00,-22729.279485,-62122.462175,8814.35
260,2020-01-11 20:00:00,-22729.279485,-62122.462175,8814.35
261,2020-01-11 21:00:00,-22729.279485,-62122.462175,8814.35
262,2020-01-11 22:00:00,-22729.279485,-62122.462175,8814.35
263,2020-01-11 23:00:00,-22729.279485,-62122.462175,8814.35
264,2020-01-12 00:00:00,-22893.538926,-62743.192408,5011.05
265,2020-01-12 01:00:00,-22893.538926,-62743.192408,5011.05
266,2020-01-12 02:00:00,-22893.538926,-62743.192408,5011.05
267,2020-01-12 03:00:00,-22893.538926,-62743.192408,5011.05
268,2020-01-12 04:00:00,-22893.538926,-62743.192408,5011.05
269,2020-01-12 05:00:00,-22893.538926,-62743.192408,5011.05
270,2020-01-12 06:00:00,-22893.538926,-62743.192408,5011.05
271,2020-01-12 07:00:00,-22893.538926,-62743.192408,5011.05
272,2020-01-12 08:00:00,-22893.538926,-62743.192408,5011.05
273,2020-01-12 09:00:00,-22893.538926,-62743.192408,5011.05
274,2020-01-12 10:00:00,-22893.538926,-62743.192408,5011.05
275,2020-01-12 11:00:00,-22893.538926,-62743.192408,5011.05
276,2020-01-12 12:00:00,-22893.538926,-62743.192408,5011.05
277,2020-01-12 13:00:00,-22893.538926,-62743.192408,5011.05
278,2020-01-12 14:00:00,-22893.538926,-62743.192408,5011.05
279,2020-01-12 15:00:00,-22893.538926,-62743.192408,5011.05
280,2020-01-12 16:00:00,-22893.538926,-62743.192408,5011.05
281,2020-01-12 17:00:00,-22893.538926,-62743.192408,5011.05
282,2020-01-12 18:00:00,-22893.538926,-62743.192408,5011.05
283,2020-01-12 19:00:00,-22893.538926,-62743.192408,5011.05
284,2020-01-12 20:00:00,-22893.538926,-62743.192408,5011.05
285,2020-01-12 21:00:00,-22893.538926,-62743.192408,5011.05
286,2020-01-12 22:00:00,-22893.538926,-62743.192408,5011.05
287,2020-01-12 23:00:00,-22893.538926,-62743.192408,5011.05
288,2020-01-13 00:00:00,-22945.660861,-63011.732735,6971.7
289,2020-01-13 01:00:00,-22945.660861,-63011.732735,6971.7
290,2020-01-13 02:00:00,-22945.660861,-63011.732735,6971.7
